Index;Start time in milliseconds;End time in milliseconds;"Script"
483;1941580;1944399;"절차"
484;1944419;1949060;"그렇다 진짜는 지금 그가 안좋아해서 모션을 좀 지는거 없는가요"
485;1949070;1954399;"아냐 뭐 쪽인 분들도 많은거 같아요 영업시간 된건지 바꾼다"
486;1954409;1958930;"이러던 사업의 개요와 주신 방향에 대해 영업 3팀 오츠 생리 메디아 살이"
487;1958940;1962080;"펼쳐진 사업을 4억 o 를 시작하겠습니다"
488;1962090;1968139;"목소리 탐험이 뻣어 알았어 어 저희가"
489;1968149;1972399;"요 더 를 타겟으로 드디어 선에 맞춰 김대리 님이 작성한 ppt 베이스"
490;1972409;1972909;"n"
491;1972919;1980190;"풍신 앞뒤가 밝히거나 경험할 추가되거나 삭제 수정 되었고"
492;1980210;1985239;"화면을 돌려 보면 표현 방법과 부적절한 호흡 등을 체크하고"
493;1985249;1991940;"모드를 설득시킬 수 있는 핀트 전략을 잘 낸다 먹는"
494;1991960;1995880;"으 걸리는 거 있으세요 내내 표정이 좀"
495;1995890;2000230;"주시더라구요"
496;2000250;2005170;"이걸로 실적이 안 될 것 같에"
497;2005190;2009480;"이게 설득이 되냐"
498;2009500;2014539;"로 쭝아"
499;2014559;2017280;"오 예"
500;2017300;2020590;"저도 원주 볼을 칩 칩 하고 있는 건 맞는데요"
501;2020600;2023020;"대신 치장 없다고 봐요"
502;2023030;2024520;"지금까지 준비도 완벽했고"
503;2024530;2025870;"[박수]"
504;2025880;2029890;"설득력이 약하다 고 내비치는 건너 다른 부분에서 겠죠"
505;2029900;2032940;"압박감이 나 수당 갑니다"
506;2032950;2037810;"심리적인 다른 오세요"
507;2037830;2045930;"정말 그게 다 할까"
508;2045950;2050710;"자 작 어 지금 거에요"
509;2050720;2055510;"업무에 대해서 먼저 있어요 예 난 할 일이 있어도"
510;2055520;2058390;"그래 이제 저희는 pt 에 대해서요"
511;2058400;2061260;"그리고"
512;2061280;2064169;"저를 이상하게 목마 계속 짐 심한데요"
513;2064179;2067050;"3 짐 짐"
514;2067070;2070120;"면상 않지만 사람은 어딨어 에"
515;2070130;2073090;"그래 3 상황이지만 pt 내용이야"
516;2073100;2077619;"pd 내용 입어 뭘까"
517;2077639;2082340;"하면 할수록 우리 사업의 마이너스 적인 호수가 풀업 되는 것 같아서요"
518;2082350;2084529;"그게 무슨 소리예요"
519;2084539;2087930;"왜 - 책이 뉴스만 부각된 다고 생각해"
520;2087940;2092460;"피치 라는게 보통 사업의 개어 부터 시작하자 나요"
521;2092470;2094980;"그걸 다르다 보니 우리 사업은"
522;2094990;2108600;"어쩔 수 없이 벽면과 해명으로 시작하는 비치가 되는것 같아서요"
523;2108620;2110080;"그래서"
524;2110090;2117480;"예 그러니까 지도를 볼 때요"
525;2117500;2122950;"북쪽을 위쪽으로 생각하는 것도 일종의 관습이 아닐까 싶어요"
526;2122960;2134470;"실제로 우주에 떠있는 시구는 위아래 9분이 없이 않을까"
527;2134490;2138590;"그래서 여기 아래에 호수가 있잖아요"
528;2138600;2144500;"여긴 동주가 이렇게 하면 지도한 가운데 있게 보이게 됩니다"
529;2144510;2145720;"잘 보여요 추가"
530;2145730;2148700;"[음악]"
531;2148710;2152300;"다시 원래대로 하면 얼른 인한 들어오구요"
532;2152310;2157690;"자 글씨 그거 애국자 시작하고 또 관습이다"
533;2157700;2163990;"와이즈만 충실한 오면 꼭 드러내되 게 오히려 칼이 순 수가 있지"
534;2164000;2165550;"[음악]"
535;2165560;2171059;"556"
536;2171079;2175960;"5 으 으"
537;2175970;2178170;"5"
538;2178190;2181640;"[음악]"
539;2181650;2185440;"음 으"
540;2185460;2187150;"5"
541;2187160;2187420;"[음악]"
542;2187430;2198440;"에"
543;2198460;2204060;"13"
544;2204080;2207000;"부르"
545;2207020;2208450;"알려져야"
546;2208460;2212560;"아 제가 다 있어요 지킴이 다 갔어"
547;2212570;2217060;"쌓은 알아준 단어 찾은 것이므로 말씀드릴게"
548;2217070;2223700;"에"
549;2223720;2225690;"9 아주 오셨어요"
550;2225700;2230789;"어 쏘우 스 4 밤을 새워 완성한 자를 써 보고"
551;2230799;2236299;"김대리님 에 ppt 수정 보완 작업을 했다"
552;2236319;2239039;"그리고 리허설이 시작됐다"
553;2239049;2243960;"위성 연결 우리라고 저들이 진 소리 들립니까"
554;2243970;2249630;"4차 줄 있다 예 하면 쓴 살짝 예 화면 확 일하게 우선적인 자리에 좋아"
555;2249640;2254930;"되십시오"
556;2254950;2258720;"공로 희수맘 아마 않으십니다"
557;2258730;2261120;"김종우 사람이 구설에 움직"
558;2261130;2267030;"아저씨가 건 어떠세요 좋으십니다 왕국의 만큼만 술 덜 말씀이 되니까 아"
559;2267040;2268950;"이렇게 좀 해요"
560;2268960;2273180;"업 우선 이 부분을 옷을 어떤 색을 입으실 건가요"
561;2273190;2277830;"언니와 난 회색 정장을 보려고 하는데 문제가 될 거야"
562;2277840;2283800;"아주 심각하고 어 위의 회절 후보가 부산에 머리를 두는 것도 위치좀 옮겨"
563;2283810;2287090;"주시 겠습니까"
564;2287110;2288030;"됐습니까"
565;2288040;2290099;"1 좋습니다"
566;2290109;2294270;"5 찾아 이건 정말 좋은 사람이에요"
567;2294280;2297750;"언제 한번 다시 쯤해서 검 아 예"
568;2297760;2301680;"8 시작하게 심박 pd 의 자료를 좀 수정했습니다"
569;2301690;2306930;"수정 김 예 새로운 분에 대해 자료를 열어 주십시오"
570;2306940;2313130;"두번째 폐지 요시미 뭔가 인 도래지 앗"
571;2313150;2316930;"[음악]"
572;2316940;2321309;"아닌건 시편의 있어 이"
573;2321319;2326210;"전임 i've 난 듣도보도 높은 bt 아"
574;2326220;2329240;"아니 왜 가 잠수 요한 공간"
575;2329250;2333540;"보셔야 아니고 똑 되게 만들고 애 대사와 민간"
576;2333550;2337799;"[음악]"
577;2337809;2345540;"으"
578;2345560;2349930;"ceo 5"
