Index;Start time in milliseconds;End time in milliseconds;"Script"
501;2155580;2158570;"퍼질 수도 있어요 그럼 잠들어야 됨"
502;2158580;2172170;"비자 신청하고 강국을 확보에 약의 생각 잠만 좋 일라고 예"
503;2172190;2175780;"장대 c 더 소름이"
504;2175790;2177490;"왕비로 신으로 지금 하시오"
505;2177500;2182820;"되지 않습니다"
506;2182840;2186370;"사실상의 만만해 장군 확인이 되었구요"
507;2186380;2189260;"포토 혜박 게스트하우스를 자주 저어 없어"
508;2189270;2196249;"아 계속 어디 박혀 있는지"
509;2196269;2201110;"덧신 12 라던가 묵을 만한 지인도 없어"
510;2201130;2205380;"아 연아가 마시니까 턱이 가면 광상 뒷골목의"
511;2205390;2209670;"잡고 싼 가기 좋은 옷 1 않아 있습니다"
512;2209680;2214170;"뭐 하루에 못 망했는데 입니다"
513;2214190;2217240;"a 씨가 식초 호텔들을 수 잡지나"
514;2217250;2223870;"구시가지 쪽으로 수축은 호텔이 있을만한 곳이 하는데 어 주어 게 있는데"
515;2223880;2227500;"아 거기 주 아주 오래되고"
516;2227510;2231490;"예 오래 대고 촬영"
517;2231500;2235200;"하룻밤에 만원이면 먹을 수 있는 곳이에요"
518;2235210;2240750;"쿠션 삼성이 여기까지 와서 그런 곳에 들어가지 않을 텐데요 안녕"
519;2240760;2244690;"둘러쳐 보십시오 알겠습니다"
520;2244700;2250950;"[음악]"
521;2250960;2254780;"체크업 1분간"
522;2254800;2256020;"그럼"
523;2256030;2261560;"아 row"
524;2261580;2264720;"햇음 앤 호스텔 인데 순 없나 리치 r 다운"
525;2264730;2270260;"60 ma 미스터 서"
526;2270280;2273750;"으"
527;2273770;2282339;"4장씩 아"
528;2282359;2299339;"the water were"
529;2299349;2326470;"5 peter lee hoo hoo hoo woo hoo"
530;2326490;2339990;"tae woo 5"
531;2340010;2348380;"we"
532;2348400;2350990;"으"
533;2351010;2355140;"de 여기 뼈가 어디 어 머 드럼 한것은"
534;2355150;2357450;"머리 뭐뭐 아니라"
535;2357460;2360039;"[음악]"
536;2360049;2362320;"love"
537;2362330;2366670;"잡상 c 다시 말하죠 울 것만 돌려주면 핵으로 끝날 겁니다"
538;2366680;2370580;"키가 모른다 어 어 내가 옷 이런가 아기 음식 1위"
539;2370590;2377809;"[음악]"
540;2377829;2384820;"4"
541;2384840;2386969;"요 전쟁"
542;2386979;2390150;"잡았습니다 잡게 되는데 바라지 않네요"
543;2390160;2393150;"5 철도 중국어 없으니까 멀더 젖어 없겠네요"
544;2393160;2395870;"그 조청 물엿 십대"
545;2395880;2397690;"러시아"
546;2397700;2401470;"마피 업으로 무엇이며 하 입어"
547;2401480;2404590;"아 안 할 때 볼 때 짠 흥 거야 뭐"
548;2404600;2409600;"맵 않아 별로 가 나이가 러시아 바실 사이에서도 당신 엄청 차는 다른데"
549;2409610;2413170;"그러마 피어의 사실 앞에 하시오"
550;2413180;2417610;"전장 c15 차장님이 꼭 절절한 말씀 있네요"
551;2417620;2423800;"아 무시는 말을"
552;2423820;2428880;"러시아에서는 특히 법보다는 주먹이 가깝다 내요"
553;2428890;2439920;"아 에너지 그런 말을 했던 4개 에"
554;2439940;2444339;"이제 마무리 하죠 스티커 하류 빵 아니라요"
555;2444349;2454360;"스파이 그거냐"
556;2454380;2462770;"222 그렇게 치면 어디 다른 심한 말해"
557;2462780;2467930;"친구니까 말수 숟갈 을 지내자 그랬지 돼 또 아 아마 와우 으 으 진짜"
558;2467940;2470300;"먹나 돼 있으니까"
559;2470310;2473660;"20 말린 듯 이 뱀이 않았다"
560;2473670;2479830;"베티가 대도 안 될까 들 동 가르드 그래두 게 어 어"
561;2479850;2482180;"길이가 않다"
562;2482190;2486620;"걷는 것이 아니라 걸으면서 나아가기 위한 것이다"
563;2486630;2489209;"나가지 못하는 길은"
564;2489219;2491390;"길이 아니라"
565;2491400;2494569;"길은 모두 이제야 여 있지만 0"
566;2494579;2497690;"모두가 그 길을 가실 수 있는 것은 아니다 5 그래서"
567;2497700;2501289;"구단의 합을 쌀 20승 없어 미야의 잡을 하면서요"
568;2501299;2505339;"그 목숨걸고 잡았더니 아 빠 어 다시"
569;2505349;2512110;"아 기 당 아 그리고"
570;2512130;2514370;"언제가 아니다"
571;2514380;2519170;"lee"
572;2519190;2522180;"won"
