Index;Start time in milliseconds;End time in milliseconds;"Script"
497;2083080;2086010;"영신 않아 여기서 이런데서 받을 사람들 아니잖아요"
498;2086020;2090060;"회사가 나를 원하지 않는다면 나도 밀어 가지 필요없다고 생각해요"
499;2090070;2093480;"여기도 밀어내면 그냥 마음 접어요 차매 dc"
500;2093490;2096270;"앞으로 타신 했네"
501;2096280;2099990;"이런식으로 내 일으켜 짜지 마세요 저주라고 한 번 그런 뜬 아니었습니다"
502;2100000;2103320;"무조건 지고 들어가는 게 영 시가 찾은 방법이에요 4"
503;2103330;2108280;"적어도 저한테는 그래요 그럼 방법 아닙니다 어떤 방법이 있는데요"
504;2108290;2112180;"어떤 방법이 5 아니면 말 좀 해주세요"
505;2112190;2116890;"열심히 해도 안되고 라면 더 안전이 사망"
506;2116900;2119110;"뭐 어떻게 된거죠"
507;2119120;2123610;"이미 나에 대한 마음을 다 든 사람들한테 내 마음을 전달하는 방법이"
508;2123620;2127960;"학교에서 배운 건 없단 말이죠 영어 속에 도서 쏘기도 없어요"
509;2127970;2131230;"그래서요 그래서 그냥 무식하게 하는거예요"
510;2131240;2136660;"그냥 해 볼 수 있는 것 다 해본 거란 말이죠 이게 내가 찾은 방법이에요"
511;2136670;2142990;"자매 끼시는 자매 pc 에 방법을 썼다고 하니까 서로 상관하지 말고"
512;2143000;2151719;"각자의 방법대로 하는게 좋을 것 같습니다"
513;2151739;2167069;"난 회사 그만 둘 겁니다"
514;2167089;2173510;"으 으 으"
515;2173530;2179150;"아 어 아"
516;2179170;2183320;"5"
517;2183340;2191070;"오천억 5 4 러너"
518;2191090;2192530;"아"
519;2192540;2196250;"아 유리야 수축을 가꿔야 직"
520;2196260;2202850;"ios sop 임시 1 제의적 거래처 사람 좀 만나러 갈테니까"
521;2202860;2215320;"어 이 같다 나 어"
522;2215340;2220890;"5"
523;2220910;2232560;"ee ee 5"
524;2232580;2234830;"we 5"
525;2234840;2247960;"[음악]"
526;2247980;2267280;"top 으"
527;2267300;2272380;"woo woo"
528;2272390;2274250;"[음악]"
529;2274260;2277660;"tee 5color"
530;2277670;2283680;"[음악]"
531;2283700;2291460;"으 너 저 이름 때문에 그러는 거야 예 아니 이렇게 잠 그래가지고 그"
532;2291470;2295630;"그레이 ssm 뭐 그런거라고 5"
533;2295640;2300820;"아니면 아니까 쉼은 실장 못하겠어 못했고 얘기해도 돼 어 내가 밖과 전"
534;2300830;2303220;"깨고 나면 눈 게 아니라고"
535;2303230;2307840;"고통 회사에 입사하면 음성 쇼부 체스 좌절하고 노바 근거 어떤 식으로든"
536;2307850;2311230;"자가 되실 되고 말아 이거 당신 탱고 없이 5"
537;2311240;2316230;"뭐 됐죠 미리 말자 따라 한 마디 집중도 없어"
538;2316240;2322530;"귀신 n 이 모든걸 수 험하게 딴 자세로 비해 죽어가던 말이야 이건"
539;2322540;2329360;"취소한 장기수 같달까 어떻게든 사회적응 하려고 한 발버둥치는 빛"
540;2329380;2333990;"자주 마시면 뜻이 전에 작은 17 자폐"
541;2334000;2339090;"내장 4시 과거에서 올라 오는것 처럼 그냥 꾸중을 검정고시 출신 하다가"
542;2339100;2343710;"증가 아무 관계 없다는 이 느끼 쳇"
543;2343720;2348180;"어떤 과거가 있으며 이렇게 진짜 죽이고 시행 저 수가 있네요"
544;2348190;2348570;"2"
545;2348580;2351230;"[음악]"
546;2351240;2353819;"막내 르 ce"
547;2353829;2361130;"가까운 실내 장 글에 에 대해서 좀 더 알 수 있게 될 수 있는 좋겠다"
548;2361150;2364150;"음 반 더 힘 w"
549;2364160;2365230;"[음악]"
550;2365240;2375140;"으"
551;2375160;2379079;"옷 하겠습니다 뭐"
552;2379089;2382349;"모텔 너무 바빠서 못하겠습니다"
553;2382359;2385600;"지금 대리님이 하시면 안되겠습니까"
554;2385610;2390280;"뭐 하고 개리 님이 아닙니까 폴리에스테르 출감 노느라 조찬모임 니까"
555;2390290;2391330;"안성열"
556;2391340;2395510;"젖음 과정 넘기지 다음 분기 일로 진짜 바쁜데"
557;2395520;2400040;"대리님이 까지 못하겠습니다 자 뭐 뻔"
558;2400050;2402560;"내일을 못해"
559;2402570;2405410;"야 너 지금 말 진짜 이상하게 한다"
560;2405420;2410539;"그럼 지금 내가 내일 너한테 떨어졌다는 거야 어"
561;2410559;2416019;"없잖아 그러면 되는 거야 10"
562;2416039;2420120;"아 하여튼 요즘 신세대 50 이틀을 일해서 얻는 다리가"
563;2420130;2425190;"저는 3배를 2 정도도 못 하죠 그리고 내가 너희 가르쳐 준 거지 내일을"
564;2425200;2432350;"따라오는 거야 말 똑바로 아래"
565;2432370;2436320;"근데 에 의해서는 어떤 년으로 들어오게 된 거야"
566;2436330;2439650;"후원자 분이 계세요 차원 실험이라고 중소기업 인데"
567;2439660;2443490;"거기 사장님이 싶거든요 최 전 무늬가 친분이 있으신가 봐요"
568;2443500;2447090;"아 그래서 전문가 그 산 이었구나"
569;2447100;2451920;"아 가장 이미 자가"
570;2451930;2457140;"날아라 오실 짜 야 이거 완전 실제 나 거다 니네"
571;2457150;2460860;"10분이면 기억도 못하실 거에요 저도 회사 들어서 한번 나 개인적으로 뵌"
572;2460870;2462000;"적이 없고요"
573;2462010;2466770;"4 구원자 분은 취직 시켜줄 꺾는 좀더 빨리 도와주지 복지"
574;2466780;2473790;"도와주셨어요 그중 없이 치루고 바로 그분 회사의 주식 시켜 주셨어요"
575;2473800;2476690;"그 다음에 그만 뒀어"
576;2476700;2479420;"으 아"
577;2479430;2482240;"4"
578;2482260;2486089;"그땐 바둑 두던 과거를 숨기지 않았거든요"
579;2486099;2489090;"처음엔 어느 시 머리 놀이 5"
580;2489100;2492359;"점점 자차 의구심 어린 시 살"
581;2492369;2496830;"그러다가 그렇게나 확신으로 계시더라구요"
582;2496840;2499230;"바둑을 더 융통성이 없다"
583;2499240;2505810;"바닥만 덧없고 시카 다 1년 겨우 다니고 싶은데 도피 했어요"
584;2505820;2509740;"그래서 우리한테 그렇게 과거를 숨긴 응 거였어"
585;2509750;2511170;"실패자로 볼까봐"
586;2511180;2512930;"[음악]"
587;2512940;2518870;"강진 실패 하지 않았어 나도 지방대 나와서 취직한 뒤 힘들었거든요"
588;2518880;2522920;"근데 에 합격하고 입사하고 나서 보니까 말이야"
589;2522930;2531000;"302 아니라 그냥 잉어 1 0 것 같은 느낌이라고"
590;2531020;2535280;"으"
591;2535300;2540940;"뭐 해 보세요"
592;2540960;2548290;"자매 pc 외"
593;2548310;2554060;"예산 때문에 전 한거 아닙니까"
594;2554080;2557999;"예 어느 부분 입니까"
595;2558009;2560940;"기본이 안됐다고 고려당 있습니다"
596;2560950;2564539;"엠마우스 않았죠"
597;2564559;2569050;"4"
598;2569070;2573400;"어떻게 넣어야 됩니까"
599;2573410;2578380;"전체 프로젝트 4개월에 1800만원 되니까 중급 인력 4명으로 역설을"
600;2578390;2580950;"분류 하세요"
601;2580970;2583810;"3 영상 450만원 너를 통상 재산 하거든요"
602;2583820;2590640;"미리 역으로 계산하면 되요 대관 설계도면 빠뜨려 쵸"
603;2590660;2594849;"대 환자에게 보면 전화 해 놓은 것이 있는데 그게 우리 쪽에는 안맞아서"
604;2594859;2596559;"업체에서 바꾸는 준 것이 있어요"
605;2596569;2600730;"두번다시 반영을 해야 합니다 분기 기획전에 처음 배운 있을 거에요 신단"
606;2600740;2602980;"씨한테 찾아달라 봐요"
607;2602990;2607269;"예 그럼 타인 템 우리랑 계산해도 반영을 해야 되겠네요"
608;2607279;2611799;"그렇죠 저번에 말한 것처럼 회사 폼에 맞게 역의 추고 8 7에서 벗어나지"
609;2611809;2613599;"않게 피가 묻어 넣어서"
610;2613609;2622860;"이전에서 몇 퍼센트 변경 된건지 맞춰 올리면 되요"
611;2622880;2627050;"[음악]"
612;2627070;2630780;"판매 디씨에"
613;2630800;2634380;"4 아"
614;2634400;2639990;"내 봅시다"
615;2640010;2643510;"달"
616;2643530;2647030;"잘 차기 보여야 되는 거야"
617;2647040;2656630;"맨날 함 까지 8c 오 예"
618;2656650;2658789;"오오오"
619;2658799;2661529;"더이상 돌아온"
620;2661549;2664200;"이렇게 얜 못 했다 아"
621;2664210;2666300;"[박수]"
622;2666310;2668540;"[음악]"
623;2668550;2672070;"더 러브 아"
