Index;Start time in milliseconds;End time in milliseconds;"Script"
502;2205760;2220439;"아 어릴 딱 사람 많은데 조금 할 수 있을 겁니다"
503;2220459;2226330;"잘 팔고 있습니까"
504;2226350;2228470;"으"
505;2228490;2230480;"er"
506;2230490;2231600;"222"
507;2231610;2234810;"아 3대가 좀 헬 시간 없다구요"
508;2234820;2238230;"그렇게 자신있으면 은"
509;2238250;2243400;"알아서 파 시 점"
510;2243420;2246400;"222"
511;2246410;2250260;"[음악]"
512;2250270;2265360;"5live"
513;2265380;2268470;"안녕하십니까"
514;2268490;2271810;"여러분 안녕하십니까 제가 하는 제품입니다"
515;2271820;2274990;"보시는 것보다 시내 시계 절망하게 4 만원 입니다 이게"
516;2275000;2278800;"6 14만원 입니다 그 4 풍운의"
517;2278810;2284530;"이제 캐릭터도 드릴 귀엽구요 보시면 나의 있고 놈이 싸다가 혹성 아니에요"
518;2284540;2290830;"이런 10개 마느냐 어디갔어 6표 4만원 묻고 요원 일상 같아 컷 지팡이"
519;2290840;2293350;"차선에서 안 할 제외합니다"
520;2293360;2297460;"8 깨끗이 제 어머니한테 줘 아아 고마워 안되겠군"
521;2297470;2300820;"아 제 토닉 잡으려 야 이거"
522;2300830;2307719;"그 마 전철에서 붉은 살에 둔갑해 층 이쁘네"
523;2307739;2309109;"woo"
524;2309119;2315040;"으"
525;2315060;2322490;"으 아 으"
526;2322510;2325000;"we"
527;2325010;2326789;"[음악]"
528;2326799;2329140;"222"
529;2329150;2331150;"[음악]"
530;2331160;2333930;"5 우리 4"
531;2333950;2336040;"잠깐만 기다려 주십시오 아"
532;2336050;2337350;"[음악]"
533;2337360;2338910;"어디 가려고요 그"
534;2338920;2341880;"[음악]"
535;2341890;2345420;"제가 함 rpc 어려울 계세요"
536;2345430;2347370;"아 샹 으"
537;2347380;2348210;"으"
538;2348220;2350789;"[음악]"
539;2350799;2353270;"으"
540;2353290;2355099;"음 으"
541;2355109;2357190;"아 으"
542;2357200;2360780;"[음악]"
543;2360790;2371440;"으"
544;2371460;2373870;"투 자 0"
545;2373890;2377020;"으 4 5"
546;2377040;2380599;"그래요 여긴 어쩐 일이야"
547;2380609;2391700;"아 그 아"
548;2391720;2393260;"[음악]"
549;2393270;2396830;"그래야"
550;2396850;2401890;"[음악]"
551;2401910;2407289;"전 약 1 오는 게 아니었던 것 같다"
552;2407309;2409770;"왜냐하면 으"
553;2409780;2414080;"여기 있는 사람 다 사실 자니까 가족은 제외 더 으"
554;2414090;2414750;"[음악]"
555;2414760;2419440;"으"
556;2419450;2422650;"[음악]"
557;2422660;2424510;"한국교회 용성 배치"
558;2424520;2428050;"초등학교때 이세창 부담과 3점 지옥에서 또 이기고"
559;2428060;2432670;"대회에서 4강 이런 떨어져 본 적도 없 때에 업무도 사저"
560;2432680;2438500;"집안 양평 1 됐어도 이쁜 했을텐데 다 새벽에 알바 까지 찍었군요"
561;2438520;2439770;"제목 부탁하러 온 것 같지"
562;2439780;2442230;"[음악]"
563;2442240;2444359;"정말 보기 시작했다"
564;2444369;2447510;"알바도 포기하고 한국이랑 다시 오고 싶게 써"
565;2447520;2452239;"아버지 9시에"
566;2452259;2454060;"뭡니까"
567;2454070;2454840;"으"
568;2454850;2457390;"[음악]"
569;2457400;2460850;"my route"
570;2460860;2469360;"단기 높아 겁니까 예 알아볼까요"
571;2469380;2475560;"지금 회사 들어가 들고 오시던 깼네요"
572;2475580;2476790;"woo"
573;2476800;2480599;"5 40"
574;2480619;2484370;"222"
575;2484390;2492260;"we"
576;2492280;2494330;"cowon"
577;2494340;2498500;"으 아 합니다"
578;2498510;2502880;"네 옆에 싸워 센스 중 쉽게 어바이어 전화오면 나 연결해 줘"
579;2502890;2507020;"성을 쉽게 하여 어 지금 제가 떠나"
580;2507030;2510150;"상하 시작해"
581;2510170;2516249;"자 글씨 아 이 소고 2 입어야 돼 아 싸우다가 을 줄 알았으면 칩에서"
582;2516259;2518610;"갖고 나올까"
583;2518620;2519910;"[음악]"
584;2519920;2523170;"브러쉬 없"
585;2523190;2525060;"이런 2 아우디 5"
586;2525070;2527110;"[음악]"
587;2527120;2528670;"아 으"
588;2528680;2529500;"er"
589;2529510;2534010;"[음악]"
590;2534020;2534910;"달"
591;2534920;2539020;"마샤 예 여기서 봅시다"
592;2539030;2540630;"4"
593;2540640;2544539;"1월 4주 많은 사람들의 사용이 있습니다"
594;2544549;2549899;"으 아 직수 말탄 해서 와 으"
595;2549919;2552489;"결실 설"
596;2552499;2555459;"구조와 말은 뭔가 같이 같이 해서 보니까"
597;2555469;2560390;"장 맥신 이 필요할 것 같아"
598;2560410;2562539;"[음악]"
599;2562549;2566529;"암호를 4 러워 쫌 33회 상주시켜 놓으시오"
600;2566539;2571480;"쪼금 야무 노벨 스타일 하신대 저녁에 사우나 가실 때 빛이 물을 참 이거"
601;2571490;2573730;"보시고 준 전 하구나"
602;2573740;2580900;"참 후기 즈음 하실겁니다 자 자 자 무술 여러분도 잘 품은 양말 3개"
603;2580910;2586809;"퇴치 하게 바랍니다 하하 너 따위 렇지도 단계로 털이 헌신의 러버"
604;2586819;2589720;"드리겟습니다 맛 저희는 강요하지 않습니다"
605;2589730;2593890;"양 말해 팔찌 된 지 안 나시는 벌 카지"
606;2593900;2597430;"이제 당하지 않습니다 깐 쪽"
607;2597440;2601509;"자 그래야 법칙 이 순간 정말 집 확인해 보도록하겠습니다 r3 교탁"
608;2601519;2608299;"연락해라 상태만 하나 사셔서 하게 될까봐"
609;2608319;2617709;"오오오"
610;2617729;2619280;"이렇게"
611;2619290;2624170;"다 팔았습니다 뭐 레오 소"
612;2624180;2627320;"텐 츠 양말"
613;2627330;2633950;"싸운 앞에서 바란다"
614;2633970;2637640;"왜 그럴까 용"
615;2637650;2642110;"장사란 누구한테 뭘 팔아야 하는지 보고서를 제출해"
616;2642120;2646430;"에 숨 퇴보 에"
617;2646450;2651660;"으 아 으"
618;2651680;2660660;"으"
619;2660680;2661080;"아"
620;2661090;2669030;"[음악]"
621;2669050;2681140;"아"
622;2681160;2682979;"안갔어요"
623;2682989;2686699;"에 보고서 주시더라구요"
624;2686709;2690810;"4"
625;2690830;2692939;"3대 3"
626;2692949;2694960;"에"
627;2694970;2697470;"나는 아직도"
628;2697480;2700549;"참 그래 c 의 시간과"
629;2700559;2705470;"나의 시간이 같다고 생각하지 않습니다"
630;2705490;2709529;"그래도"
631;2709549;2711520;"해봅시다"
632;2711530;2711850;"에"
633;2711860;2712980;"[음악]"
634;2712990;2713640;"[박수]"
635;2713650;2714200;"[음악]"
636;2714210;2716850;"으"
637;2716870;2723559;"ver"
638;2723579;2726249;"we"
639;2726259;2729970;"건담 헌 죄악의 그"
640;2729980;2734250;"o rae won"
