Index,Start time in milliseconds,End time in milliseconds,Script,"Label_(0:junior,1:senior,2:none)"
150,626400,633350,으 상대 c 가지고 3부 c 복사 하시면 안 내 가야겠다,1
151,633370,640270,아 이 이참 습관이란 긴 참 이렇게 1 이렇게 무섭네요,0
152,640290,645800,쉴 거야 는 무슨 어이구 언제부터 잘못도 사람이 있었다고,1
153,645810,648319,아 아니 우리가 좀 2심 확인했어요,2
154,648329,652160,술이라도 한잔 자주 보내는 건데,1
155,652170,656220,가장 이제 좀 마음이 좀 그러시죠,0
156,656230,659790,저자 리안 여긴 씨가 오면 말이야,1
157,659800,664530,책상 위치를 배려를 좀 해줘야 겠어요,0
158,664550,669550,아아 이거,2
159,669570,674270,앞에 온전한 야 어 나 이번에도 추워 난 해주라,1
160,674280,680700,배 친구왈 담아야 아시죠,0
161,680720,684640,아야 아파 봐 화장실이 앞서는 호텔 샤토,2
162,684650,689500,제가 물론 소리가 들려 뭐 아끼꼬 우리 사람 선교 싸움을 또 화장실,2
163,689510,694210,화장실 앞에 치겠다 로비 배려해 줘 니가 니가 이거 이거 없으니까 자주,1
164,694220,695530,찾아뵙고,0
165,695540,700030,초대 인데요 그럼 그저 아냐 이거 기도 과정에 4 사태처럼 일단 거기 안,0
166,700040,703670,지켜도 호이 안 지켜도,2
167,703690,707850,또 제가 다음에 저 아 아이 옷 이렇게 3,0
168,707860,710670,예 아,0
178,744399,748970,그 취지 겠어요 합격입니다,0
179,748980,750489,그래 그,1
180,750499,754100,음 잘 된다 으,1
185,766579,775600,예 안양의 씩 300 p 씨 역시 예 역시 될만한 3일은 되는군요,0
186,775610,778590,직감이 5시에 각 1부 3 하십시오,0
188,781400,791080,우리 셋이 단가 보네요 작년 2 것 같다더니 오랜 좀더 썼네,1
190,797350,800550,안녕하세요,2
193,807990,810920,장그래 씰 다시 보네요,0
197,822110,838069,자 개정 때 비싸다 확인해 보시고요,0
198,838089,841669,다 썼지,1
199,841689,846200,어디에요 아,0
205,864540,868670,그냥 낮이고 너무 놀라 여기 한번 박태일 쑥이 진짜 재미있어요,0
206,868680,871760,문제될 것은 알스 심지어 바로 수정할게,1
207,871770,874270,안녕하십니까,0
208,874290,880020,신입사원 장 글입니다,0
210,883790,885920,좋았습니다,0
212,890480,895509,그러니까 왜 또 보자구,1
215,898819,902140,감사합니다 그럼 어머 보겠습니다,0
216,902150,904869,[음악],2
219,913400,916710,어 헤드 이놈의 산은 눈을 못 나온 밤이었습니다,0
221,917960,918600,심습니다,0
223,920829,924660,환율변동 해야겠지 자매 끼는 선임의 블루투스헤드셋 보다도 못한 대접을,1
226,930160,936280,이유를 알 수 없는 선배들의 냉대를 몽키 견뎌내고 있었다,1
227,936300,942160,특히 줄 알았지,1
232,953710,957510,나 이럴 줄 알았어 5 상식,1
233,957520,961650,너 이자식 차를 걸렸다 예,1
234,961660,965820,오리지날 위해 어딨어 대체 너 당장 전 해봐,1
235,965830,973749,예 물론 예,0
236,973769,977119,아 어 저거 o 가장 님,0
237,977129,983730,그 투르크메니스탄 꽃 말이에요 왜 bl 드래프트 만 넣었어요,0
238,983740,987569,어 정 식비를 어째 써요,0
239,987579,991110,4 예 앞이 안 하다가 한답니까,1
240,991120,994889,전과정 뭐여 신입이 했어,1
241,994899,997950,야,1
242,997970,1004350,으 으 쉽게 오빠로 시키고 에 다신 그러지 마세요,0
243,1004360,1008670,뭐래 에 뭐 전했다고 하지 말입니다,0
252,1047049,1053489,뭐하러 가 지금 아니 왜 pl 둘의 부천 넣어가지고 짧아 br 만약 부다,1
253,1053499,1054899,점수 짜라,1
254,1054909,1058950,아니 이제 우리 받은 기억이 없는데,1
255,1058960,1062219,야 너 를 모르냐고 하고 잘 모르냐 어,1
256,1062229,1066000,애들 앞에서 임마 챙피한 따로,2
261,1080580,1089050,어 난 그냥 혼자 쪽팔리고 끝나지 누구처럼 장내는 않지 같죠 사장님,0
262,1089070,1094549,너 지금 오를수 아직까지는 도시 뭐야 이거 안 너 까지 놓으세요 5 왜,1
263,1094559,1099440,cc 게 쉬세요 5 첨부 답함,0
268,1131299,1137799,아니 다시 사람들이 다 지들 마음대로 생각하고 떠드는데 왜 아니 왜 합의,1
269,1137809,1141600,한 마디를 지도안 하세요,0
271,1146890,1149490,구술 업체랑 무리하게 계약한 창문이 있잖아요,0
272,1149500,1153360,다들 실시하지 만큼 말도 안되는 계약 이었다는 것,2
273,1153370,1157470,그래서 처음부터 쥐 말 많았던 거 다 아시잖아요,0
275,1162169,1165159,언제 지주 근거는 가장 2막의 아무 상관없잖아요,0
276,1165169,1169840,그러니까 사실들이 얘기를 좀 하세요 r 뭐 식은 전문점 무 지금,0
277,1169850,1175780,바뀐 거 없어,1
281,1188800,1193870,떨어질 않습니다 3 장 님,0
282,1193890,1199330,그런 상황에서 책임지겠다고 나설수 이 사람이 얼마나 되겠어요,0
283,1199340,1207000,다들 과장 좀 했을 겁니다 그렇죠,0
284,1207020,1213010,왼쪽의 계속 연락이 오는 경우가 있는데 하 다리가 신경을 좀 써 줘,1
285,1213020,1217830,브래킷 이제 마무리 하셔도 될거 같습니다,0
287,1222190,1224490,마무리를 어떡해,1
290,1233879,1239940,정말 안 넘길 거야,1
291,1239960,1242860,님의 넘겼다 고 말씀드렸습니다,0
293,1248780,1251560,5 가 작년 그런건 아닌거 아시잖습니까,0
294,1251570,1255880,당신은 가만히 있어 뛸 때 안 낄 때 닭 여 여자가,1
295,1255890,1261130,부장님 그럼 방 사람 키지 못하겠다고 말씀하시던 c5,0
298,1267470,1270759,정욱식 작년에 있었던 일들 워치 한테 이러시는 거 않으시죠,0
299,1270769,1277910,뭐 작년 뭐 여사 우 에서 제기한 지점 성의로 문제에요 뭐 있습니다,0
300,1277920,1280700,제가 중에 있었다 고 말입니다,0
303,1285200,1289480,야오 상실 여기서 그 얘기가 벨라,1
304,1289490,1293200,그리고 정의로 그게 왜 성의로 이야,2
305,1293210,1298090,파일롯 읽곤 크 여자가 잘못이지 그래서 내가 뭐 만지기 를 애써 기르다,1
306,1298100,1302259,보기로 해서 죽일 때마다 그렇게 가릴 거면 뭐하러 그런 옷 입고 아니,2
307,1302269,1307810,그냥 다 보이게도 2마리 정의로운 야 어 성희롱 이야,1
308,1307820,1313659,단어 법이 자 너 그런 옷 입고 다니지 말라는 뜻 아냐 내 노크 상에도,2
309,1313669,1316180,볼만한 것도 없네,1
310,1316190,1322990,라고 하셨잖아요 그럼 그러니까 그 말이 성희롱,0
314,1331770,1335090,책 에어 얘기 안 끝났는데 하더라,1
315,1335100,1339050,상우 스러운 서로 사랑하고 있습니다,0
323,1366940,1371220,미안하다 정말이,1
324,1371230,1390830,으 으 으 이런 또 가희 색기 획득하는 카고 좀 해서 뭐,2
328,1396580,1399330,새빨간 헉 주고 싶으면 돼요,0
329,1399340,1402570,요즘에 그 품종이 속도라 가장 님,0
330,1402580,1414560,쉽게 가 첨단 뭐야 이거 뭐야 아 아 아,1
331,1414570,1417480,wer 당해야 한다,1
333,1423880,1430790,아 걔 좀 해주세요,0
336,1437110,1441860,화장 달 달 을 줄 알았지요,0
338,1446470,1450090,하지만 말할 수 있게요,0
339,1450100,1451590,처럼 달라,1
342,1462610,1467160,경험담 후기 5 그 하다 와 저 핵실험에 찍지 말고 식게 마라도 진짜로,2
351,1510250,1513860,제 5팀 좀 다녀올게요 어,0
353,1515510,1519070,음울한 자 봐요,0
355,1521910,1527019,비열 찾아가서 아님 다락으로 왜 갔어,1
356,1527029,1533660,아님 안 들어갔어,1
357,1533680,1543710,불러봐,1
358,1543730,1548389,안약이 한테 물어 봤어 아닙니다 이렇게 그 아,0
359,1548399,1555480,여 것도 아무르 본 보시오,1
360,1555500,1559250,북한 무기 놀부 말 마,1
361,1559260,1564560,누가 넘어 솔져 버려야 아 그렇게 할 이로써,2
362,1564570,1566649,죄송합니다,0
371,1624180,1630380,남의 쯤 캐빈 햇수로 허락을 시키죠 와,0
372,1630400,1633450,으 우리한테 쓰다 옹고집,2
373,1633460,1638580,5 과정에서 나온 거지 뭐 어떻게 알아 또 모르지,1
374,1638590,1648060,근데 너랑 나랑은 rg59 모두 어 크게 무신 호흡 수리,1
376,1650350,1655820,이제 자원 팀의 이딴 걸 아는 사람 있어,1
381,1666120,1671090,일단 정말 값 아닙니다 아 예,0
384,1676490,1679000,죽여버릴 거야,1
388,1687590,1692200,아 우리 한테 니가 잘도 이게 어 오 오 바다님,0
389,1692210,1702020,사감 흘려 그 상 12 와 철문으로 죽여버려 이씨,1
392,1711299,1718820,좀 그 어느 주셨습니다,0
393,1718840,1723660,한 부장은 되요 음 그렇게 까다롭게 군들이 구미가 당기는 뭐에,0
394,1723670,1728090,이런 너무 맛나서 끝까지 쯤 해요,0
397,1732600,1740840,아 보시길 쌈밥 요나 야 이거 아는 분이지요 아아 어 어이 거기 독창 돼,2
398,1740850,1746720,아야 변혁 처리 새끼야 아 야 이제 그 캬 세워지고 군내가 떠서 유학하던,1
404,1770550,1772940,힘들 팔아라,1
405,1772950,1777080,아 내가 모르 자 어 5 어릴때 동안 입맛 을 것은 통하지 않으니,1
408,1782730,1786500,고수하게 떴 우야 아아아아 않습니까,0
409,1786510,1788960,우리 싶으실 해볼까 고마워요,0
411,1791280,1797510,쎄씨 가 조금만 더 기다려라 액 결정한 바라고 버그 에 야 나도 따지지,1
417,1817170,1821030,제가 j 가 첫 중에서 놓고 있는데요 딱 10만 계층 땅 가볼까요 거,0
418,1821040,1825170,아닌 부장님 계속 물어 보시더라구요 무조건 되는건 이라고 그리고 영업일,0
421,1841290,1846410,아 만나서 반갑습니다 아껴야 합니다 아,0
426,1857170,1859080,야 이거,1
427,1859090,1864120,간 괜찮냐 난 내가 마시고 싶을때 맛이지만 넌 남이 마시고 싶을때 마셔야,1
428,1864130,1865710,되자 너 야 인마,1
429,1865720,1870900,그럴리가 있냐 다음도 숙여도 다 먹었지 해제 하셔야,1
433,1882730,1887250,우리나라의 그 맨 자 달인 지금이 딱 2개 것 없네 어 증권맨 참 섬 n,2
435,1894250,1901490,할까봐 다비치 어딨어 파악해 보았다,1
436,1901510,1906120,거북이가 검 무기 것을 멋지게 꿇는 줄 알아 너,1
442,1929690,1933759,그래서 몸 사람들 인물 볶다 아하하,2
443,1933769,1937959,얘기를 들어 왔어 봐 아 와 내가 먹어,1
444,1937969,1945900,마이걸 게을러 얍 짤 닦기도 않는 커넬 재 시작했구요,0
455,1983360,1986019,그 이유가 뭐야,1
456,1986029,1992949,나쁜 조건이 맘에 안들어 아 아 이게 나쁜 조건이나 훌륭하지 근데 솔직히,1
457,1992959,1998799,우리 해서는 전부터 받을 생각이 없어서 아직 시장성이 없다고 판단 했거든,1
458,1998809,2002430,나는 처음부터 가능성도 수 있어 가는 매봉 그래요,2
459,2002440,2008849,너도 옛날을 감 본다고 내 반찬 뺏어 먹었잖아 맘마 먹고,1
460,2008859,2013009,아야 둥가둥가 동 다니고,2
461,2013029,2018450,내가 너도 나한테 뭐 쌓인 감정 화초 임원이 아니고 감정은 해야 도,1
462,2018460,2019440,아니고,2
463,2019450,2025130,옛날엔 감정 있었지 알기 까,2
464,2025150,2028830,옛날 감정이 몸들 im 이해도 하기,2
465,2028840,2033440,그래야 주 전현희 얘기하긴 그렇고 지금 상황에서 이야기 쉽게 말해 줄게,1
466,2033450,2035610,너 모르겠지만,1
467,2035620,2039970,옛날에 넘 가깝고 난해 을 같았다,2
468,2039990,2046570,뭐 그래서 그냥 나도 한땐 갑질 한번 해봤다 차라,1
469,2046590,2049730,무 부 자동차 게 내보자,1
470,2049740,2059869,끊는다 친구야 4,2
473,2065360,2073559,뭔가 하고 싶다면 일단 너만 생각해,1
475,2077360,2080620,안녕하세요,2
479,2090779,2096289,영업 3팀 신입사원 장 드립니다 오늘 데님 하고 협력업체 굉장히 열악한,0
483,2109070,2113680,저희 과장님은 데님 볍게 많은 분이라고 하셨습니다,0
484,2113690,2118400,거래처에 관계에서도 인심을 장비라는 복음이 시험 여,2
486,2124670,2127870,또 뭐라 하세요,0
491,2135440,2138880,중국 반도체 업체와 업무협조를 이룬 곳이라,2
492,2138890,2142180,그런데 최근에 몇 번 선정 문제가 발생했어요,0
493,2142190,2144739,무신 문제네요,0
494,2144749,2149630,배송이 자꾸지 영전에 국제 밥을 못 했다고 하는데요 예 어 어째서 다른,0
495,2149640,2153670,거래처를 들인 건 아닐까요,0
496,2153690,2157250,아 이런 경험이 될 기존 그렇지 않은 안전 방이라고 자크 랑 경험한,2
498,2158940,2162200,과학 아니 이 회사는 안그래,1
499,2162210,2166100,따로 뭘 물어 슈를 싸온 엎친데 에,2
500,2166110,2174560,그래도 이제 이렇게 한번씩 들러 줘야 서로 긴장감도 쌓이고 좋아요,0
501,2174580,2179040,지금 정신 없을까 오는 특권은 1 딸 마고,1
502,2179050,2181080,예시 대가리 살해하게,2
503,2181090,2187339,손수 감긴 다음에 머리도 좋은 전화로 버틸 때까지 버터와,1
504,2187359,2195410,박 대 박 때 그 친구는 말라고 해서 적당히 얘기 안 된다니까 하겠다 아,1
505,2195420,2203590,그럼 지금 바로 세인트 보냈다 아 이거 대만이 나한테 와,1
512,2227859,2230700,이거 정말 미안하게 됐습니다,1
513,2230710,2236870,일단 접객 7에서 기다리고 계십시오 안내드려요,0
514,2236890,2239999,어 전엔 나와 같이 까지,1
515,2240009,2245170,위기에 처한 경우 불필요한 것을 발하라,1
516,2245190,2247890,무책임 해주세요 으,0
517,2247900,2252170,버리셔야 합니다 으,0
518,2252190,2253700,그들 닦아낼 수 없어요,0
520,2255260,2256630,대님 살아줘,1
525,2270730,2273450,말씀 드리겠습니다,0
526,2273460,2278260,4장 최소 합니다 저희가 부족했습니다,0
527,2278280,2282290,잔에 든 죄 없이 내 굴 차리지,1
528,2282300,2287960,지금까지 된거 같습니다 7분에 화물 딜레이가 발생했고 그 원인을 오늘,0
529,2287970,2290379,알게 되었습니다,0
533,2300319,2304809,그동안의 기망 에 대해 알게 된 책임을 물었던 것입니다,0
534,2304819,2308709,전 여행자의 가지 않았으며 절대 몰랐을 거야 그렇지,1
535,2308719,2313019,거래처를 항상 상태,2
538,2328640,2333519,오늘 드러난 사실로 할 수 있는 몇가지 문제가 있습니다,0
540,2339270,2347660,이 문제의 심각성에 대해 초기에 제대로 인지하지 못했다는 점입니다,0
543,2351850,2355030,제가 하는 일에 자신이 없었습니다 아,0
548,2368259,2372359,저들이 그래도 돼 라고 생각하게 만든 건,2
550,2374960,2379420,제가 제 책임을 다하지 못했습니다,0
553,2385680,2391420,회사에서 책임을 물어야 할 대상은,2
554,2391440,2395800,바로 줍니다 으,0
555,2395820,2399160,으 되게 책임을 물어 주십시오,0
558,2404880,2407120,전도로 기도해 주십시오,0
560,2409000,2413100,거래 끝이 말아 주십시오,0
562,2415720,2418240,으 주지 말아 주십시오,0
567,2439690,2444630,올해 4년차 입니다,2
568,2444650,2450210,참 낭만적인 일이야,1
569,2450230,2455620,i 친구와 그 아무렴 10년 가련 파트너를 2만원 문제로 버리게 나,1
570,2455630,2460780,자료 뭔데 자 내가 뭐라고 책임을 물어 어디에 질질 건대,1
571,2460790,2463480,그래서 그런 군은 지금 하는게 좋아,1
572,2463490,2468550,* 펴지면 자네 손에 가족 소외 회사 입장에서도 손에,1
573,2468560,2471100,그런 운이 나쁘지 않으니까 친구냐,1
577,2481090,2487720,어떤 마도 그쳤을 때 보다 처참했다 으 다 자기만의 맞게 있는건데,2
578,2487730,2490080,내가 뭐라고,1
